"","year","state","st","gov_name","term_in_office","gov_party","term_length","limit_type","lame_duck_last_term","gub_election","gov_pres_same_elect_year","gov_pres_same_party","unemployment","state_cpi","gross_state_product","change_gsp","electoral_competitiveness","citizen_ideology","state_ideology","stimson_mood","gub_dem_vote_prop","stimson_mood.1","votes_for_runnerup","votes_for_winner","total_gub_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","mean_gub_approve","mean_gub_disapprove","Republican_Popular_Vote","Democrat_Popular_Vote","Third_Party_Popular_Vote","total_popular_votes","Republican_Popular_Vote_Proportion","Democrat_Popular_Vote_Proportion","Third_Party_Popular_Vote_Proportion","mean_pres_approve","mean_pres_disapprove","pres_party"
"694",1963,"North Dakota","ND","Guy, William L.",2,1,2,0,0,0,0,0,NA,0.130315505,73091,0.0693941109852774,0.94024101,50.0820995,NA,57.3745,0.50440001,57.3745,NA,NA,NA,NA,NA,NA,0.63,0.35,108207,149784,NA,258389,0.419,0.58,NA,0.513157894736842,0.364736842105263,1
"695",1965,"North Dakota","ND","Guy, William L.",3,1,4,0,0,0,0,0,NA,0.15111975,89700.25,0.0721824833520113,0.925746245,39.16770075,NA,57.6254995,0.55739999,57.6254995,108380,135955,247998,0.5482,0.437019653384301,0.111180346615699,NA,NA,138669,94769,14244,247882,0.559,0.382,0.057,NA,NA,1
"696",1969,"North Dakota","ND","Guy, William L.",4,1,4,0,0,0,0,1,NA,0.19579425,116436.5,0.0625579578022238,0.8648810075,48.93684975,NA,50.4565,0.5564,50.4565,138032,143899,281931,0.5104,0.489594971819346,0.0208050281806541,NA,NA,174109,100384,NA,280514,0.621,0.358,NA,NA,NA,0
"697",1973,"North Dakota","ND","Link, Arthur A.",1,1,4,0,0,0,0,1,3.64999995,0.2725650025,150088.75,0.0644064039121319,0.90087627,50.54052425,-0.42653501,45.6952505,0.5104,45.6952505,138321,153309,297249,0.5158,0.465337141588365,0.0504628584116347,NA,NA,153470,136078,NA,297188,0.516,0.458,NA,NA,NA,0
"698",1977,"North Dakota","ND","Link, Arthur A.",2,1,4,0,0,0,0,0,4.50000005,0.366325,208356,0.0962231494681536,0.928436995,41.0429495,-0.23925725,41.4834995,0.52569997,41.4834995,140391,162230,302621,0.5361,0.463916912573813,0.0721830874261866,NA,NA,193695,79189,23640,301545,0.642,0.263,0.078,NA,NA,1
"699",1981,"North Dakota","ND","Olson, Allen I.",1,0,4,0,0,0,0,0,5.399999975,0.4906597525,297195.5,0.0955209568969242,0.8542530075,64.20639975,-0.17751849775,39.67899975,0.4639,39.67899975,NA,NA,NA,NA,NA,NA,0.445,0.51,200336,104429,NA,308971,0.648,0.338,NA,NA,NA,0
"700",1985,"North Dakota","ND","Sinner, George",1,1,4,0,0,0,0,1,5.550000075,0.5478214925,407312,0.0769617893411255,0.9835884875,69.43225125,-0.25212874725,42.8075,0.55320001,42.8075,119986,179094,299080,0.5988,0.401183629798047,0.197616370201953,0.56875,0.39375,166559,127739,NA,297261,0.56,0.43,NA,NA,NA,0
"701",1989,"North Dakota","ND","Sinner, George",2,1,4,0,0,0,0,1,4.300000075,0.6338182375,495871,0.0330198033612053,0.985688,59.9634255,-0.1590252525,44.26375,0.5988,44.26375,123845,176398,304861,0.5786,0.406234316622986,0.172365683377014,0.54,0.36,136244,99168,71084,308133,0.442,0.322,0.231,NA,NA,0
"702",1993,"North Dakota","ND","Schafer, Edward T.",1,0,4,0,0,0,0,1,3.55000005,0.7105897525,573908.75,0.0452442440723579,0.886987505,56.519925,-0.313553745,35.7524995,0.41249999,35.7524995,89349,174937,264298,0.6619,0.338061582002134,0.323838417997866,0.625,0.22875,125050,106905,32515,266411,0.469,0.401,0.122,0.36,0.64,1
"703",1997,"North Dakota","ND","Schafer, Edward T.",2,0,4,0,0,0,0,1,2.9,0.78036032,706824.666666667,0.0533151463447011,0.75774167,55.8916666666667,-0.262940996666667,30.2183326666667,0.33809999,30.2183326666667,130144,159255,289412,0.5503,0.449684187248628,0.100615812751372,NA,NA,174852,95284,9486,288256,0.607,0.331,0.033,0.52,0.47,1
"704",1999,"North Dakota","ND","Schafer, Edward T.",3,0,4,0,0,0,0,1,3.4000001,0.78626698,732103,0.0634879822428305,0.75544298,62.1241,-0.22564299,28.882,0.33809999,28.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"705",2001,"North Dakota","ND","Hoeven, John",1,0,4,0,0,0,0,0,3.550000025,0.863960505,842710.5,0.0378077079975489,0.767642765,60.0488005,-0.2537559975,35.17425075,0.4497,35.17425075,84877,220803,309873,0.7126,0.273908988521104,0.438691011478896,0.75,0.2,196651,111052,NA,312833,0.629,0.355,NA,0.49,0.435,0
"706",2005,"North Dakota","ND","Hoeven, John",2,0,NA,0,0,0,0,0,3.21875,0.969346495,1040485.25,0.0540713191171819,0.748444005,65.377099,-0.155272004,36.4385005,0.27770001,36.4385005,74279,235009,315692,0.7444,0.235289459346452,0.509110540653548,0.736136363636364,0.162916666666667,168601,141278,NA,316621,0.533,0.446,NA,0.427445887445887,0.541168831168831,0
"707",2009,"North Dakota","ND","Hoeven, John",3,0,4,0,0,0,0,0,3.94166666666666,1.02628,1150000,0.0454545454545454,0.758379485,49.3790495,-0.256747,36.774,0.2402,36.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"708",2011,"North Dakota","ND","Dalrymple, Jack",0,0,4,0,0,0,0,0,3.26666666666667,NA,NA,NA,NA,44.81575,-0.061615001,NA,NA,NA,109047,200526,317812,0.631,0.343117943941701,0.287882056058299,NA,NA,188320,124966,NA,322932,0.583,0.387,NA,NA,NA,1
"709",2013,"North Dakota","ND","Dalrymple, Jack",1,0,4,0,0,0,0,0,2.86041666666667,NA,NA,NA,NA,44.7005,NA,NA,NA,NA,65855,259863,339601,0.7652,0.193918745822303,0.571281254177697,NA,NA,216794,93758,21434,344360,0.63,0.272,0.062,NA,NA,1
"710",2017,"North Dakota","ND","Burgum, Doug",1,0,4,0,0,0,0,0,2.59166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"711",1950,"Ohio","OH","Lausche, Frank J.",2,1,2,0,0,1,0,0,NA,NA,NA,NA,0.96697098,NA,NA,NA,0.5262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"712",1951,"Ohio","OH","Lausche, Frank J.",3,1,2,0,0,0,0,0,NA,NA,NA,NA,0.98368198,NA,NA,NA,0.5262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"713",1952,"Ohio","OH","Lausche, Frank J.",1,1,2,0,0,1,0,0,NA,NA,NA,NA,0.95309699,NA,NA,NA,0.55900002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100391,1600367,NA,3700758,0.568,0.432,NA,NA,NA,1
"714",1953,"Ohio","OH","Lausche, Frank J.",4,1,2,0,0,0,0,1,NA,NA,NA,NA,0.8974745,NA,NA,NA,0.55900002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"715",1955,"Ohio","OH","Lausche, Frank J.",5,1,2,0,0,0,0,1,NA,NA,NA,NA,0.904102505,NA,NA,41.124001,0.54089999,41.124001,NA,NA,NA,NA,NA,NA,NA,NA,2262610,1439655,NA,3702265,0.611,0.389,NA,NA,NA,0
"716",1957,"Ohio","OH","O'Neill, C. William",1,0,2,0,0,0,0,0,NA,NA,NA,NA,0.88642448,NA,NA,42.838501,0.43959999,42.838501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"717",1959,"Ohio","OH","DiSalle, Michael V.",1,1,4,0,0,0,0,1,NA,0.111745,NA,NA,0.96222076,44.8831986666667,NA,52.23425,0.56919998,52.23425,1836432,1836432,3116953,0.589175390196772,0.589175390196772,-3.33066907387547e-16,NA,NA,2217611,1944248,NA,4161859,0.533,0.467,NA,NA,NA,0
"718",1963,"Ohio","OH","Rhodes, James A.",1,0,4,0,0,0,0,1,NA,0.123726,37666.25,0.0865536085093832,0.84242475,43.6413,NA,55.43000025,0.41080001,55.43000025,1092054,1795277,2887331,0.621777343851467,0.378222656148533,0.243554687702934,0.58,0.38,1470865,2498331,NA,3969196,0.371,0.629,NA,NA,NA,1
"719",1967,"Ohio","OH","Rhodes, James A.",2,0,4,0,1,0,0,1,NA,0.1573784975,49911.75,0.0597092041390653,0.8045585025,48.9006755,NA,48.73524975,0.37819999,48.73524975,1382659,1725560,3183606,0.542014307046789,0.434305941124624,0.107708365922165,NA,NA,1791014,1700586,467495,3959698,0.452,0.429,0.118,NA,NA,1
"720",1971,"Ohio","OH","Gilligan, John J.",1,1,4,0,0,0,0,1,NA,0.2070635,66239.25,0.0842769381816844,0.9465885025,52.2465505,NA,44.1730015,0.55519998,44.1730015,1482191,1493679,3071495,0.486303575294767,0.482563377117658,0.0037401981771093,NA,NA,2441827,1558889,NA,4094787,0.596,0.381,NA,NA,NA,0
"721",1975,"Ohio","OH","Rhodes, James A.",3,0,4,0,0,0,0,0,7.200000175,0.288574755,92527.25,0.097541206460533,0.9459777475,49.06715125,-0.0192016663333333,38.91199975,0.49810001,38.91199975,1354631,1402167,2843326,0.493143241401092,0.476424792654799,0.0167184487462926,NA,NA,2000505,2011621,NA,4111873,0.487,0.489,NA,NA,NA,0
"722",1979,"Ohio","OH","Rhodes, James A.",4,0,4,0,1,0,0,1,9.100000025,0.4167480025,126440.75,0.0583214692676736,0.951038745,46.22694975,-0.10196500025,36.57925025,0.4914,36.57925025,1303962,1981882,3356721,0.590422021967271,0.38846302686461,0.201958995102661,NA,NA,2206545,1752414,254472,4283603,0.515,0.409,0.059,NA,NA,1
"723",1983,"Ohio","OH","Celeste, Richard F.",1,1,4,0,0,0,0,1,9.6499999,0.5018805025,166390,0.07966386448888,0.82789451,50.322525,-0.0794237495,40.41475,1,40.41475,1207264,1858372,3066439,0.606035861140561,0.393702271592554,0.212333589548007,0.457791666666667,0.371541666666667,2678560,1825440,NA,4547619,0.589,0.401,NA,NA,NA,0
"724",1987,"Ohio","OH","Celeste, Richard F.",0,1,4,0,1,0,0,1,6.04999995,0.577150495,210580.5,0.0563857099871428,0.9472787375,51.8453245,-0.12218674775,41.70900075,0.60619998,41.70900075,1539416,1938103,3477650,0.557302488749587,0.442659842134775,0.114642646614812,0.537083333333333,0.309166666666666,2416549,1939629,NA,4393699,0.55,0.441,NA,0.51,0.44,0
"725",1991,"Ohio","OH","Voinovich, George V.",1,0,4,0,0,0,0,0,6.399999975,0.6678414925,256540.5,0.0554564540924641,0.9700900025,49.21864975,-0.0838230005,38.76875025,0.44319999,38.76875025,835849,2401572,3346166,0.717708565564291,0.249793046728704,0.467915518835587,0.553958333333333,0.29,1894310,1984942,1036426,4939967,0.383,0.402,0.21,0.481,0.433666666666667,0
"726",1995,"Ohio","OH","Voinovich, George V.",2,0,4,2,1,0,0,1,4.60000006666667,0.74704099,323380,0.0562824439233365,0.8046987525,46.3566,-0.1469374975,31.30299925,0.25819999,31.30299925,1498956,1678721,3354213,0.500481334965907,0.446887541131109,0.0535937938347981,0.646041666666667,0.230208333333333,1859883,2148222,483207,4534434,0.41,0.474,0.107,0.545215277777778,0.399194444444445,1
"727",1999,"Ohio","OH","Taft, Bob",1,0,4,2,0,0,0,1,4.600000025,0.8278229975,381432.75,0.0321171661517859,0.79743451,47.30022425,-0.146858995,34.77324925,0.47170001,34.77324925,1236924,1865007,3228908,0.577596822207384,0.383078118051056,0.194518704156328,0.635803571428571,0.148928571428571,2350363,2183628,117799,4701998,0.5,0.464,0.025,0.629166666666666,0.31625,1
"728",2003,"Ohio","OH","Taft, Bob",2,0,4,2,1,0,0,0,5.93333335833333,0.9215747425,434451.75,0.0335997192935409,0.7994059925,52.74112425,-0.1305415,37.04549975,0.39879999,37.04549975,1474285,2435384,4022754,0.605402169757335,0.366486491592576,0.238915678164759,0.250555555555556,0.681,2859768,2741167,NA,5627908,0.508,0.487,NA,0.451290465747702,0.524363251879699,0
"729",2007,"Ohio","OH","Strickland, Ted",1,1,4,2,0,0,0,1,8.13750000000002,1.01711677,469765.25,0.0129524003134836,0.9433270125,56.20815,-0.162596,43.82775125,0.62290001,43.82775125,1812047,1889180,3852453,0.490383659450226,0.470361870735347,0.0200217887148789,0.54562962962963,0.314814814814815,2674491,2933388,NA,5698260,0.469,0.515,NA,0.398625541125541,0.552816558441558,0
"730",2011,"Ohio","OH","Kasich, John",1,0,4,2,0,0,0,0,7.37083333333333,NA,NA,NA,NA,48.8207666666667,-0.16800199,NA,NA,NA,1009359,1944848,3055913,0.6364,0.330297033979698,0.306102966020302,NA,NA,2661407,2827621,NA,5580822,0.477,0.507,NA,NA,NA,1
"731",2015,"Ohio","OH","Kasich, John",2,0,4,2,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2841005,2394164,174498,5496487,0.517,0.436,0.032,NA,NA,1
"732",1950,"Oklahoma","OK","Turner, Roy J.",1,1,4,1,1,1,0,0,NA,NA,NA,NA,0.68389601,NA,NA,NA,0.51249999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"733",1951,"Oklahoma","OK","Murray, Johnston",1,1,4,1,1,0,0,0,NA,NA,NA,NA,0.6862462475,NA,NA,NA,0.51249999,NA,NA,NA,NA,NA,NA,NA,NA,NA,518045,430939,NA,948984,0.546,0.454,NA,NA,NA,1
"734",1955,"Oklahoma","OK","Gary, Raymond D.",1,1,4,1,1,0,0,1,NA,NA,NA,NA,0.671958,NA,NA,44.8143323333333,0.58670002,44.8143323333333,NA,NA,NA,NA,NA,NA,NA,NA,473769,385581,NA,859350,0.551,0.449,NA,NA,NA,0
"735",1959,"Oklahoma","OK","Edmondson, J. Howard",1,1,4,1,1,0,0,1,NA,0.0949859993333333,NA,NA,0.6268489925,41.7743996666667,NA,49.373249,0.78799999,49.373249,NA,NA,NA,NA,NA,NA,NA,NA,533039,370111,NA,903150,0.59,0.41,NA,NA,NA,0
"736",1963,"Oklahoma","OK","Bellmon, Henry L.",1,0,4,1,1,0,0,1,NA,0.1073125005,6782.25,0.0668143050049286,0.80675225,39.33982575,NA,55.1170005,0.4456,55.1170005,296328,377078,677258,0.556771570066356,0.43754078947757,0.119230780588786,0.7,0.25,412665,519834,NA,932499,0.443,0.557,NA,NA,NA,1
