"","year","state","st","gov_name","term_in_office","gov_party","last_term","term_length","limit_type","lame_duck_last_term","gov_pres_same_elect_year","gov_pres_same_party","winner_endorsements","winner_primary_candidates","runnerup_endorsements","runnerup_primary_candidates","unemployment","state_cpi","gross_state_product","change_gsp","total_debt_outstanding_gsp","change_total_debt_outstanding_gsp","scaled_total_debt_outstanding_gsp","change_scaled_total_debt_outstanding_gsp","electoral_competitiveness","citizen_ideology","state_ideology","stimson_mood","gub_dem_vote_prop","votes_for_runnerup","votes_for_winner","total_gub_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","mean_gub_approve","mean_gub_disapprove","Republican_Popular_Vote","Democrat_Popular_Vote","Third_Party_Popular_Vote","total_popular_votes","Republican_Popular_Vote_Proportion","Democrat_Popular_Vote_Proportion","Third_Party_Popular_Vote_Proportion","mean_pres_approve","mean_pres_disapprove","pres_party"
"321",2003,"Kansas","KS","Sebelius, Kathleen",1,1,0,4,2,0,0,1,0,1,NA,NA,5.075000025,0.91155225,103510.25,0.0517104620600628,4.2750525,0.231713577252455,-2.9293371305,-0.15256565016243,0.874264255,36.88109975,-0.238466505,33.2745005,0.53969997,343586,491993,849700,0.579,0.404361539366835,0.174638460633165,0.5925,0.332291666666667,736456,434993,NA,1187756,0.62,0.366,NA,0.453869047619048,0.511309523809524,0
"322",2007,"Kansas","KS","Sebelius, Kathleen",2,1,1,4,2,1,0,1,NA,NA,NA,NA,4.43333333333334,0.996484985,123300.5,0.0571366673165431,4.758585,-0.0448817755025384,-2.928217893,0.201666441275879,0.920065495,44.591099,-0.202117995,33.7199995,0.58880001,NA,NA,NA,NA,NA,NA,0.636192307692308,0.322846153846154,699655,514765,NA,1235872,0.566,0.417,NA,0.398301282051282,0.575064102564103,0
"323",2009,"Kansas","KS","Parkinson, Mark",1,1,1,4,2,0,0,0,NA,NA,NA,NA,6.9625,1.017415,124857,0.0077484937353681,4.93695,0.0460766613006741,-3.22489051,-0.0100510843148634,0.89980951,38.7821005,-0.249503505,31.696501,0.58880001,270166,530760,838790,0.6328,0.322090153673744,0.310709846326256,0.51,0.37,NA,NA,NA,NA,NA,NA,NA,0.483,0.453,1
"324",2011,"Kansas","KS","Brownback, Sam",1,0,0,4,2,0,0,0,3,2,NA,NA,5.51666666666666,NA,NA,NA,NA,NA,NA,NA,NA,33.6192656666667,-0.4174,NA,NA,401100,433196,869502,0.4982,0.461298536403597,0.0369014635964034,NA,NA,692634,440726,NA,1159971,0.597,0.38,NA,NA,NA,1
"325",2015,"Kansas","KS","Brownback, Sam",2,0,1,4,2,1,0,0,NA,NA,NA,NA,3.93611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671018,427005,55406,1184402,0.567,0.361,0.047,NA,NA,1
"326",1950,"Kentucky","KY","Clements, Earle C.",1,1,1,4,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75327599,NA,NA,NA,0.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"327",1951,"Kentucky","KY","Wetherby, Lawrence W.",1,1,1,4,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736203396,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,495029,495729,NA,993148,0.498,0.499,NA,NA,NA,1
"328",1956,"Kentucky","KY","Chandler, Albert B. (Happy)",2,1,1,4,1,1,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.718292985,NA,NA,47.4715005,0.58329999,NA,NA,NA,NA,NA,NA,NA,NA,572192,476453,NA,1053805,0.543,0.452,NA,NA,NA,0
"329",1957,"Kentucky","KY","Chandler, Albert B. (Happy)",1,1,0,4,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7200115,NA,NA,49.7095015,0.58329999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"330",1960,"Kentucky","KY","Combs, Bert T.",1,1,1,4,1,1,0,1,0,2,NA,NA,NA,0.08858525225,8355,NA,6.9934902,NA,3.1429649598,NA,0.7188442475,60.28197375,NA,50.1064995,0.6056,NA,NA,NA,NA,NA,NA,0.505,0.425,602607,521855,NA,1124462,0.536,0.464,NA,0.715,0.26,0
"331",1964,"Kentucky","KY","Breathitt, Edward T.",1,1,1,4,1,1,0,0,0,3,NA,NA,NA,0.10676100025,9927.75,0.072296464356274,8.1604799,0.0606513372401629,4.0928524109,0.105397757642329,0.7931754875,45.06459975,NA,52.2732495,0.50739998,425674,453323,886146,0.5116,0.480365537958756,0.0312344620412437,0.54,0.42,372977,669659,NA,1046105,0.357,0.64,NA,0.571052631578947,0.289473684210526,1
"332",1968,"Kentucky","KY","Nunn, Louie B.",1,0,1,4,1,1,0,1,0,3,NA,NA,NA,0.144084,13732.25,0.0899521214269065,9.315517425,0.0334580287503934,4.8847282218,0.0484401735139119,0.9005789925,42.19442525,NA,45.94200025,0.48379999,412653,470722,930792,0.5057,0.443335353118634,0.0623646468813656,NA,NA,462411,397541,193098,1055893,0.438,0.376,0.183,NA,NA,1
"333",1972,"Kentucky","KY","Ford, Wendell H.",1,1,1,4,1,1,0,1,0,2,NA,NA,NA,0.187347996666667,18997,0.108046405840425,9.6949099,-0.03463843860459,5.03542562613333,-0.0626422269847915,0.784091313333333,43.5073,NA,44.1770006666667,0.53200001,NA,NA,NA,NA,NA,NA,NA,NA,676446,371159,NA,1067499,0.634,0.348,NA,NA,NA,0
"334",1975,"Kentucky","KY","Caroll, Julian",1,1,1,4,1,1,0,1,NA,NA,NA,NA,5.67999992,0.267163204,29309.4,0.111217003466032,7.82568008,-0.0184125618328923,2.9398059712,-0.0622753381295005,0.710243,40.9010596,-0.12024925175,39.4991996,0.62840003,329638,514123.5,843761.5,0.61125,0.388732870662703,0.222517129337297,NA,NA,531852,615717,NA,1167142,0.456,0.528,NA,NA,NA,0
"335",1980,"Kentucky","KY","Brown, John Y. Jr.",1,1,1,4,1,1,0,0,0,5,NA,NA,8.774999925,0.395512,41090.25,0.0536847769191797,7.18796755,-0.027459218268224,1.4707377336,-0.177701011226104,0.7190665025,45.68797475,-0.16448850325,37.37024975,0.5941,454650,561674,1030628,0.545,0.441138800808827,0.103861199191173,0.4675,0.46,635274,616417,31127,1294627,0.491,0.476,0.024,NA,NA,1
"336",1984,"Kentucky","KY","Collins, Martha Layne",1,1,1,4,1,1,0,1,0,4,NA,NA,9.22500015,0.4610792475,52679.5,0.063472929085105,7.470094925,0.0489518080155861,0.50417933225,5.71708058945098,0.7353972475,44.9008515,-0.115934247,41.30300025,0.55220002,273141,504674,777815,0.6488,0.351164479985601,0.297635520014399,0.40375,0.5125,821702,539539,NA,1369345,0.6,0.394,NA,0.5325,0.445416666666667,0
"337",1988,"Kentucky","KY","Wilkinson, Wallace G.",1,1,1,4,1,1,0,1,0,5,NA,NA,6.82500005,0.5353765025,66866.75,0.0625408177912073,8.033194925,0.0043855267224554,0.86981628795,0.0271870083424386,0.7223997425,41.30245025,-0.17158174925,42.40974975,0.64850003,294452,540468,834920,0.6473,0.352670914578642,0.294629085421358,0.508095238095238,0.36827380952381,734281,580368,NA,1322517,0.555,0.439,NA,0.620833333333333,0.2975,0
"338",1992,"Kentucky","KY","Jones, Brereton C.",1,1,1,4,1,1,0,1,0,4,NA,NA,5.85,0.61019425,84677.5,0.0642299297762803,8.07719755,-0.0202719200579124,0.96197483285,0.0303431803452008,0.7517897475,42.54152475,-0.1987254975,36.52974975,0.6473,479227,500787,983979,0.5089,0.487029702869675,0.021870297130325,0.438125,0.455208333333333,617178,665104,203944,1492900,0.413,0.446,0.137,0.3525,0.621458333333333,0
"339",1996,"Kentucky","KY","Patton, Paul E.",1,1,0,4,2,0,0,0,0,5,NA,NA,5.024999975,0.680877745,105315.75,0.0540435936284838,6.7565899,-0.039551938399117,0.107394328,-0.82044806783691,0.8219762575,33.081875,-0.16664374975,28.455,0.51709998,128788,352099,580074,0.607,0.222019949178898,0.384980050821102,0.531111111111111,0.394444444444444,623283,636614,120396,1388708,0.449,0.458,0.087,0.488666666666667,0.506,1
"340",2000,"Kentucky","KY","Patton, Paul E.",2,1,1,4,2,1,0,0,NA,NA,NA,NA,5.3499999,0.7583787575,118979.75,0.0251968213167509,6.407677525,-0.0303770350058711,-0.5183021675,-1.27936901926491,0.897903995,18.217572775,-0.18142325,35.4035005,0.73220003,487159,596284,1083443,0.5504,0.449639713395167,0.100760286604833,0.475,0.445,872492,638898,23192,1544187,0.565,0.414,0.015,0.662222222222222,0.306666666666667,1
"341",2004,"Kentucky","KY","Fletcher, Ernie",1,0,1,4,2,0,0,0,0,4,NA,NA,5.54374995,0.85766825,142418.5,0.0488190800639634,6.659969925,0.0802604499998473,-0.65411102,-0.4649171437128,0.98492025,41.7693995,-0.149623755,33.474249,0.44960001,435773,619552,1055325,0.5871,0.412927771065785,0.174172228934215,0.387979797979798,0.520517676767677,1069439,712733,NA,1795882,0.595,0.397,NA,0.451889880952381,0.519136904761905,0
"342",2008,"Kentucky","KY","Beshear, Steven L.",1,1,0,4,2,0,0,1,0,6,NA,NA,9.08541666666667,0.944204353333333,158216.666666667,0.0254163401257412,8.41379976666667,0.0472354471712953,0.366536101333334,4.45634558702045,0.976493003333333,43.05850025,-0.2547337525,33.743,0.58710003,294034,464245,833139,0.5572,0.352923101667309,0.204276898332691,0.477272727272727,0.44409090909091,1048462,751985,NA,1826508,0.574,0.412,NA,0.422307692307692,0.536653846153846,0
"343",2012,"Kentucky","KY","Beshear, Steven L.",2,1,1,4,2,1,0,0,NA,NA,NA,NA,6.98333333333333,NA,NA,NA,NA,NA,NA,NA,NA,38.285299,NA,NA,NA,426620,511374,973692,0.5252,0.43814676509615,0.0870532349038505,NA,NA,1087190,679370,NA,1797212,0.605,0.378,NA,NA,NA,1
"344",2016,"Kentucky","KY","Bevin, Matt",1,0,1,4,2,0,0,0,NA,NA,NA,NA,5.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202971,628854,53752,1924149,0.625,0.327,0.028,NA,NA,1
"345",1950,"Louisiana","LA","Long, Earl K.",1,1,0,4,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"346",1952,"Louisiana","LA","Long, Earl K./Kennon, Robert F.",999,1,1,4,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,306925,345027,NA,651952,0.471,0.529,NA,NA,NA,1
"347",1953,"Louisiana","LA","Kennon, Robert F.",1,1,1,4,1,1,0,1,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"348",1956,"Louisiana","LA","Long, Earl K.",2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,46.11225025,1,NA,NA,NA,NA,NA,NA,NA,NA,329047,243977,NA,617544,0.533,0.395,NA,NA,NA,0
"349",1960,"Louisiana","LA","Davis, James H.",1,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,0.08978124875,9659,NA,5.1540699,NA,1.3035446598,NA,0.527234495,34.55112425,NA,50.45874975,0.82569999,NA,NA,NA,NA,NA,NA,NA,NA,230980,407339,NA,807891,0.286,0.504,NA,NA,NA,0
"350",1964,"Louisiana","LA","McKeithen, John J.",1,1,0,4,1,1,0,0,NA,NA,NA,NA,NA,0.10782625,12179.25,0.0977229461383199,5.257925025,0.000854762923880203,1.1902975359,-0.0802389120874019,0.5799417525,23.902625,NA,59.046501,0.61199999,NA,NA,NA,NA,NA,NA,0.64,0.28,509225,387068,NA,896293,0.568,0.432,NA,0.400526315789474,0.461578947368421,1
"351",1968,"Louisiana","LA","McKeithen, John J.",2,1,1,4,2,1,0,0,NA,NA,NA,NA,NA,0.1440799975,16802,0.0737549187891294,4.95000245,-0.00286657902044393,0.5192132468,-0.110810188070042,0.5381607575,16.63432475,NA,52.87825,1,NA,372762,NA,1,NA,NA,NA,NA,257535,309615,530300,1097450,0.235,0.282,0.483,NA,NA,1
"352",1972,"Louisiana","LA","Edwards, Edwin W.",1,1,0,4,2,0,0,1,NA,NA,NA,NA,6.8000002,0.198813,25149,0.133221491177402,4.851947475,-0.0534849829357421,0.18778319745,1.31415134333863,0.5701882525,23.33155025,NA,46.97725,0.57169998,480424,535620.5,1121570,0.78585,0.42834954572608,0.14335045427392,NA,NA,686852,298142,NA,1051491,0.653,0.284,NA,NA,NA,0
"353",1976,"Louisiana","LA","Edwards, Edwin W.",2,1,0,4,2,1,0,1,NA,NA,NA,NA,6.8499999,0.2832522475,42737,0.139196238124609,4.57946255,0.0642153886530051,-0.35832901385,-0.221879577161208,0.552204235,22.6539,-0.1747417495,43.488,1,681134,690691,1371825,0.5035,0.496516683979371,0.00698331602062952,NA,NA,587446,661365,NA,1278439,0.46,0.517,NA,NA,NA,0
"354",1980,"Louisiana","LA","Treen, David C.",1,0,1,4,2,0,0,1,NA,NA,NA,NA,9.29999985,0.4066757475,74018.5,0.110322923631509,5.327245025,0.0855464017526886,-0.3899847914,1.93769283369554,0.715763495,25.73390025,-0.2518715025,40.86699975,0.49509999,588508,1006561,1615905,0.6229,0.364197152679149,0.258702847320851,NA,NA,792853,708453,26345,1548591,0.512,0.457,0.017,NA,NA,1
"355",1984,"Louisiana","LA","Edwards, Edwin W.",3,1,0,4,2,0,0,1,NA,NA,NA,NA,11.65,0.4680370025,80652.25,0.00692072724004733,11.030997625,0.187432535064987,4.06508203225,0.861317964589634,0.6395722475,32.03767475,-0.290954745,43.26500025,0.66970003,437801,516078,1558730,0.3311,0.280870323917548,0.0502296760824518,0.2,0.74,1037299,651586,NA,1706822,0.608,0.382,NA,NA,NA,0
"356",1988,"Louisiana","LA","Roemer, Charles",1,1,1,4,2,0,0,1,NA,NA,NA,NA,8.02499995,0.5405414975,90497.5,0.0521308140671816,13.000975,-0.0345888899732365,5.83759636295,-0.0758926279130431,0.66601026,32.629675,-0.20890075,46.170001,0.64200002,671009,1057031,1728040,0.6117,0.38830640494433,0.22339359505567,0.55,0.386666666666667,883702,717460,NA,1628202,0.543,0.441,NA,0.75,0.165,0
"357",1992,"Louisiana","LA","Edwards, Edwin W.",4,1,1,4,2,0,0,1,NA,NA,NA,NA,7.500000125,0.6148674925,101187.75,0.0428517868363772,9.224244825,-0.0918135398082102,2.10902210785,-0.299801975784966,0.703086495,33.4504,-0.2609495,39.97074975,0.6117,565861,984499,1550360,0.635,0.364986841765783,0.270013158234217,0.303777777777778,0.656,733386,815971,211478,1790017,0.41,0.456,0.118,0.401904761904762,0.567142857142857,0
"358",1996,"Louisiana","LA","Foster, Mike",1,0,0,4,2,0,0,1,NA,NA,NA,NA,5.89999985,0.6809137475,120041.5,0.0260863996728326,5.987224925,-0.0646955603613238,-0.661970647,-0.179065003020751,0.88342874,33.3312245,-0.2391475025,31.9227495,0.36500001,382445,805203,1295205,0.6217,0.295277581541146,0.326422418458854,0.724,0.221333333333333,712586,927837,123293,1783959,0.399,0.52,0.069,0.563333333333333,0.408333333333333,1
"359",2000,"Louisiana","LA","Foster, Mike",2,0,1,4,2,1,0,1,NA,NA,NA,NA,6.04999995,0.754838735,141226.25,0.0582078999261681,6.144602525,0.0251752122478536,-0.7813771675,0.101488967086225,0.927138495,30.38815025,-0.2390042525,38.8442495,0.322,676484,731358,1407842,0.5195,0.480511307376822,0.0389886926231779,0.69,0.29,927871,792344,20473,1765656,0.526,0.449,0.012,0.594833333333333,0.364333333333333,1
"360",2004,"Louisiana","LA","Blanco, Kathleen Babineaux",1,1,1,4,2,0,0,1,NA,NA,NA,NA,5.44791666666667,0.85548225,194907.5,0.0727421091957421,6.075242425,0.025715303502781,-1.23883852,0.0467924794288053,0.841755005,40.85197525,-0.2928787475,37.7197505,0.51950002,226476,699275,1297840,0.5388,0.174502249892128,0.364297750107872,0.490113636363636,0.423409090909091,1102169,820299,NA,1943106,0.567,0.422,NA,0.465974025974026,0.499545454545455,0
"361",2008,"Louisiana","LA","Jindal, Bobby",1,0,0,4,2,0,0,0,NA,NA,NA,NA,6.88333333333333,0.94839199,212470.333333333,0.0217691907720545,8.06068356666667,0.0574343350148925,0.013419901333334,-2.02652634885814,0.952783663333333,39.2964495,-0.3591955,37.078668,0.2446,182925,673239,1023163,0.658,0.178783830142411,0.479216169857589,0.6425,0.28,1148275,782989,NA,1960761,0.586,0.399,NA,0.49,0.4525,0
"362",2012,"Louisiana","LA","Jindal, Bobby",2,0,1,4,2,0,0,0,NA,NA,NA,NA,6.62083333333333,NA,NA,NA,NA,NA,NA,NA,NA,40.369652,NA,NA,NA,505940,646924,1152864,0.5611,0.438854886612818,0.122245113387182,NA,NA,1152262,809141,NA,1994065,0.578,0.406,NA,NA,NA,1
"363",2016,"Louisiana","LA","Edwards, John",1,1,1,4,2,1,0,0,NA,NA,NA,NA,5.60416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1178638,780154,37978,2029032,0.581,0.384,0.019,NA,NA,1
"364",1950,"Massachusetts","MA","Dever, Paul A.",1,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973769983333333,NA,NA,NA,0.56599998,NA,NA,NA,NA,NA,NA,NA,NA,1292325,1083525,NA,2383398,0.542,0.455,NA,NA,NA,1
"365",1953,"Massachusetts","MA","Herter, Christian A.",1,0,0,2,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.922105015,NA,NA,NA,0.49689999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"366",1955,"Massachusetts","MA","Herter, Christian A.",2,0,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93903202,NA,NA,42.945,0.48010001,NA,NA,NA,NA,NA,NA,NA,NA,1393197,948190,NA,2348506,0.593,0.404,NA,NA,NA,0
"367",1957,"Massachusetts","MA","Furcolo, Foster J.",1,1,0,2,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973320005,NA,NA,48.3995,0.52960002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"368",1959,"Massachusetts","MA","Furcolo, Foster J.",2,1,1,2,0,0,0,1,NA,NA,NA,NA,NA,0.13145199,NA,NA,NA,NA,NA,NA,0.892492,74.960197,NA,50.7299995,0.56590003,NA,NA,NA,NA,NA,NA,NA,NA,976750,1487174,NA,2469480,0.396,0.602,NA,NA,NA,0
"369",1961,"Massachusetts","MA","Volpe, John A.",1,0,0,2,0,0,0,1,0,1,NA,NA,NA,0.135892495,NA,NA,NA,NA,NA,NA,0.86795449,66.9315985,NA,55.046999,0.47119999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"370",1963,"Massachusetts","MA","Peabody, Endicott",1,1,1,2,0,0,0,0,0,2,NA,NA,NA,0.140352,2512,0.0760330578512396,8.50107,-0.0458635788393249,4.5991015557,-0.103488638339714,0.85819751,71.728451,NA,56.76,0.50129998,NA,NA,NA,NA,NA,NA,0.42,0.55,549727,1786422,NA,2344798,0.234,0.762,NA,NA,NA,1
"371",1965,"Massachusetts","MA","Volpe, John A.",2,0,0,2,0,0,0,1,0,1,NA,NA,NA,0.151625,2904,0.0735349606015683,8.4394598,-0.00918326156910421,4.4181139651,-0.0260226645716922,0.864875495,62.063999,NA,63.6974985,0.49509999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"372",1967,"Massachusetts","MA","Volpe, John A.",3,0,1,4,0,0,0,1,NA,NA,NA,NA,NA,0.1693125,3280,0.0654407735996688,7.47106005,-0.0618275723808998,3.1804914567,-0.163888742285775,0.92599398,76.857151,NA,60.7420005,0.37079999,NA,NA,NA,NA,NA,NA,NA,NA,766844,1469218,87088,2331752,0.329,0.63,0.037,NA,NA,1
"373",1969,"Massachusetts","MA","Sargent, Francis W.",0,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,0.18780901,3695,0.0848502642395772,6.7862601,-0.0492624297833454,2.4168755186,-0.146330100693863,0.93870503,80.360397,NA,51.214001,0.37079999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"374",1970,"Massachusetts","MA","Sargent, Francis W.",1,0,1,4,0,0,0,0,NA,NA,NA,NA,NA,0.228548004,4719.4,0.0870599786387682,7.23473996,0.0402986231522911,2.62964105908,0.117961220175299,0.88994,78.1823808,NA,53.6505996,0.43020001,791811,1025453.5,1861352,0.55085,0.425386792195505,0.125463207804495,NA,NA,1112078,1332540,NA,2458756,0.452,0.542,NA,NA,NA,0
"375",1975,"Massachusetts","MA","Dukakis, Michael S.",1,1,0,4,0,0,0,1,0,2,NA,NA,6.7875000875,0.448033125,11328,0.101622013172736,9.271627475,0.041813252190011,3.51947508035,0.0212155561116043,0.71291837875,80.7087745,-0.0394658577142857,46.0451245,0.55849999,725718,1094040,1823165,0.6063,0.391951469229296,0.214348530770704,NA,NA,1170606,1334540.5,NA,2553505.5,0.458,0.5225,NA,NA,NA,0
"376",1979,"Massachusetts","MA","King, Edward J.",1,1,1,4,0,0,0,0,NA,NA,NA,NA,6.350000025,0.45733125,10742,0.0943359205076008,8.15927005,-0.0365014210006902,2.70118260015,-0.160005079697618,0.70397949,77.9121495,-0.032468751,40.28325,0.5266,749679,1219109,2050254,0.5946,0.36565176802484,0.22894823197516,NA,NA,1057631,1053802,382539,2522890,0.419,0.417,0.152,NA,NA,1
"377",1987,"Massachusetts","MA","Dukakis, Michael S.",2,1,1,4,0,0,0,1,NA,NA,NA,NA,4.125,0.7153062525,21615.75,0.0760787084748577,10.080484975,0.0618890410409289,2.9537416699,0.313880968882206,0.69647701,90.2203255,-0.01003225025,48.24975,0.68790001,1099878,1175817,2342927,0.5019,0.469446124441777,0.0324538755582227,0.19,0.49,1194635,1401415,NA,2632805,0.454,0.532,NA,NA,NA,0
"378",1991,"Massachusetts","MA","Weld, William F.",1,0,0,4,0,0,0,0,1,2,NA,NA,7.75,0.801742495,24863.25,0.0337542201351507,14.120175,0.0533722754657407,6.8298435894,0.127130822764759,0.849544005,77.23557475,0.00762025,44.9417495,0.4833,636138,1610298,2266307,0.7105,0.280693657125888,0.429806342874112,0.544,0.320555555555556,805049,1318662,630731,2773700,0.29,0.475,0.227,0.5225,0.3325,0
"379",1995,"Massachusetts","MA","Weld, William F.",2,0,1,4,0,0,0,1,NA,NA,NA,NA,4.3000002,0.854979515,28704.5,0.0499175333469584,14.01435,-0.0160928337536591,7.261461022,-0.018359172145654,0.897668005,72.0513495,-0.0319439995,36.949499,0.28459999,NA,NA,NA,NA,NA,NA,0.5825,0.34,718107,1571763,227217,2556786,0.281,0.615,0.089,0.55,0.45,1
"380",1997,"Massachusetts","MA","Switch; Weld then Argeo Paul Cellucci-R",999,0,1,4,0,0,0,1,NA,NA,NA,NA,4,0.87351799,30349,0.0373598578069456,NA,NA,NA,NA,0.91041499,82.949303,0.023195,36.34,0.28459999,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"381",1998,"Massachusetts","MA","Cellucci, Argeo Paul",1,0,1,4,2,0,0,1,NA,NA,NA,NA,3.0333333,0.928403336666667,34195.3333333333,0.0624354356255399,14.167,0.0286222472241259,7.497530622,0.0483245028817917,0.870520673333333,81.569102,0.0239606666666667,35.795667,0.48249999,901843,967160,1903336,0.5081,0.473822278357579,0.0342777216424215,0.543333333333333,0.278333333333333,878502,1616487,173564,2702984,0.325,0.598,0.064,0.676666666666667,0.27,1
"382",2001,"Massachusetts","MA","Switch; Paul Cellucci then Swift",999,0,1,4,2,0,0,0,NA,NA,NA,NA,3.7,0.99471498,38134,0.0477812886385494,NA,NA,NA,NA,0.82951301,83.506699,0.036862999,43.723,0.48249999,NA,NA,NA,NA,NA,NA,0.49,0.236666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"383",2002,"Massachusetts","MA","Swift, Jane",1,0,1,4,2,0,0,0,NA,NA,NA,NA,5.3000002,1.02731,39940,0.0473593119001416,15.7048,0.0518250619516443,8.601018406,0.0583743474459635,0.82648498,79.041702,-0.035629999,45.952999,0.4745,985981,1091988,2194179,0.4977,0.449362153224509,0.048337846775491,0.21,0.55,NA,NA,NA,NA,NA,NA,NA,0.59,0.4,0
"384",2003,"Massachusetts","MA","Romney, Mitt",1,0,1,4,2,0,0,0,0,1,NA,NA,5.16041669166667,1.13556,44770.25,0.0454329406542745,18.0428005,0.0483462660118154,10.8384108695,0.0805121305665547,0.8158375025,82.39392475,-0.01953949975,45.70025075,0.4745,784342,1234984,2219779,0.5564,0.3533423822822,0.2030576177178,0.512633928571429,0.423348214285714,1071109,1803800,NA,2912388,0.368,0.619,NA,0.357395833333333,0.600416666666667,0
"385",2007,"Massachusetts","MA","Patrick, Deval L.",1,1,0,4,2,0,0,1,3,3,NA,NA,6.63541666666667,1.32935,50212.25,0.0201978193406428,19.81225025,0.00906053368473425,11.8879285485,-0.00373237346885549,0.6903502325,83.25325225,0.01271374975,44.1307495,0.61159998,964866,1112283,2297039,0.4842,0.420047722306848,0.064152277693152,0.455595238095238,0.450694444444444,1108854,1904097,NA,3080985,0.36,0.618,NA,0.39184126984127,0.565579365079365,0
"386",2011,"Massachusetts","MA","Patrick, Deval L.",2,1,1,4,2,0,0,0,NA,NA,NA,NA,6.58958333333334,NA,NA,NA,NA,NA,NA,NA,NA,74.4056013333333,0.020602001,NA,NA,1004408,1044573,2158326,0.484,0.465364361083543,0.0186356389164565,NA,NA,1188314,1921290,NA,3167767,0.375,0.607,NA,NA,NA,1
"387",2015,"Massachusetts","MA","Baker, Charlie",1,0,1,4,2,0,0,0,NA,NA,NA,NA,4.13333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090893,1995196,138018,3325046,0.328,0.6,0.042,NA,NA,1
"388",1950,"Maryland","MD","Lane, William P. Jr.",1,1,1,4,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81942201,NA,NA,NA,0.42719999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"389",1951,"Maryland","MD","McKeldin, Theodore R.",1,0,0,4,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9021525075,NA,NA,NA,0.42719999,NA,NA,NA,NA,NA,NA,NA,NA,499424,395337,NA,902074,0.554,0.438,NA,NA,NA,1
"390",1955,"Maryland","MD","McKeldin, Theodore R.",2,0,1,4,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8753034925,NA,NA,47.2369996666667,0.45539999,NA,NA,NA,NA,NA,NA,NA,NA,559738,372613,NA,932827,0.6,0.399,NA,NA,NA,0
